1,0.1,0.24,180,-1920,1,180,1,540,-1920,3
2,0.4,0.12,180,-1920,1,180,1,540,-1920,3
3,0.2,0.48,0,-1920,0,0,1,540,-1920,3
4,0.2,0.03,180,1920,0,180,1,540,1920,3
5,0.2,0.03,0,-1920,0,180,0,540,-1920,3
6,0.4,0.12,180,-1920,1,180,1,540,-1920,3
7,0.4,0.03,0,-1920,0,180,0,540,-1920,3
8,0.2,0.48,0,-1920,0,0,1,540,-1920,3
9,0.4,0.48,0,-1920,0,0,1,540,-1920,3
10,0.2,0.24,180,-1920,1,180,1,540,-1920,3
11,0.1,0.03,0,1920,1,180,0,540,1920,3
12,0.4,0.06,0,1920,1,0,1,540,1920,3
13,0.2,0.03,0,-1920,0,180,0,540,-1920,3
14,0.4,0.03,0,-1920,0,180,0,540,-1920,3
15,0.1,0.12,180,-1920,1,180,1,540,-1920,3
16,0.4,0.03,180,-1920,1,0,0,540,-1920,3
17,0.2,0.48,0,-1920,0,0,1,540,-1920,3
18,0.4,0.06,0,1920,1,0,1,540,1920,3
19,0.4,0.03,0,-1920,0,0,1,540,-1920,3
20,0.4,0.06,0,1920,1,0,1,540,1920,3
21,0.1,0.03,0,1920,1,180,0,540,1920,3
22,0.1,0.06,180,1920,0,180,1,540,1920,3
23,0.2,0.48,180,1920,0,180,1,540,1920,3
24,0.1,0.03,180,1920,0,180,1,540,1920,3
25,0.2,0.48,180,1920,0,180,1,540,1920,3
26,0.1,0.03,180,1920,0,180,1,540,1920,3
27,0.1,0.06,180,1920,0,180,1,540,1920,3
28,0.1,0.12,0,1920,1,180,0,540,1920,3
29,0.2,0.12,0,-1920,0,0,1,540,-1920,3
30,0.4,0.12,0,-1920,0,0,1,540,-1920,3
31,0.2,0.48,180,1920,0,180,1,540,1920,3
32,0.4,0.48,180,-1920,1,180,1,540,-1920,3
33,0.4,0.24,0,1920,1,0,1,540,1920,3
34,0.4,0.48,180,-1920,1,180,1,540,-1920,3
35,0.1,0.03,180,1920,0,180,1,540,1920,3
36,0.4,0.24,0,1920,1,0,1,540,1920,3
37,0.2,0.06,0,1920,1,180,0,540,1920,3
38,0.4,0.12,0,-1920,0,0,1,540,-1920,3
39,0.1,0.03,180,1920,0,180,1,540,1920,3
40,0.2,0.06,0,1920,1,0,1,540,1920,3
41,0.4,0.48,0,-1920,0,0,1,540,-1920,3
