2065011.6410758,704.01770702004,600
2065011.6577578,736.03541404009,600
2065011.6743083,768.05312106013,600
2065011.6912947,800.07082808018,600
2065011.7080748,832.08853510022,600
2065011.7246625,864.10624212027,600
2065011.7413701,896.12394914031,600
2065011.7579965,928.14165616035,600
2065011.774745,960.1593631804,600
2065011.7912164,992.17707020044,600
2065011.808098,1024.1947772205,600
2065011.8246434,1056.2124842405,600
2065011.8414387,1088.2301912606,600
2065011.8581947,1120.2478982806,600
2065011.8748278,1152.2656053007,600
2065011.8914572,1184.2833123207,600
2065011.9082436,1216.3010193408,600
2065011.9248205,1248.3187263608,600
2065011.9415587,1280.3364333808,600
2065011.9578435,1312.3541404009,600
2065011.9747233,1344.3718474209,600
2065011.9916662,1376.389554441,600
2065012.0080499,1408.407261461,600
2065012.0247394,1440.4249684811,600
2065012.0417583,1472.4426755011,600
2065012.0582836,1504.4603825212,600
2065012.0748833,1536.4780895412,600
2065012.0917709,1568.4957965612,600
2065012.1082967,1600.5135035813,600
2065012.1249679,1632.5312106013,600
2065012.1418053,1664.5489176214,600
2065012.1584072,1696.5666246414,600
2065012.1751559,1728.5843316615,600
2065012.1916517,1760.6020386815,600
2065012.208386,1792.6197457016,600
2065012.2251378,1824.6374527216,600
2065012.2417667,1856.6551597416,600
2065012.2582955,1888.6728667617,600
2065012.2751245,1920.6905737817,600
