2070018.1424198,704.0269258976,600
2070018.1590994,736.0538517952,600
2070018.1760384,768.08077769279,600
2070018.1925865,800.10770359039,600
2070018.2091507,832.13462948799,600
2070018.2257985,864.16155538559,600
2070018.2425188,896.18848128319,600
2070018.2593979,928.21540718079,600
2070018.2761293,960.24233307838,600
2070018.2927362,992.26925897598,600
2070018.3093984,1024.2961848736,600
2070018.325896,1056.3231107712,600
2070018.3426715,1088.3500366688,600
2070018.3596688,1120.3769625664,600
2070018.3763271,1152.403888464,600
2070018.3927946,1184.4308143616,600
2070018.4094397,1216.4577402592,600
2070018.426324,1248.4846661568,600
2070018.4430947,1280.5115920544,600
2070018.4595394,1312.538517952,600
2070018.476463,1344.5654438496,600
2070018.492731,1376.5923697472,600
2070018.5094137,1408.6192956448,600
2070018.5261105,1440.6462215424,600
2070018.5428878,1472.67314744,600
2070018.559465,1504.7000733376,600
2070018.5765262,1536.7269992352,600
2070018.5929646,1568.7539251328,600
2070018.6096425,1600.7808510303,600
2070018.6265631,1632.8077769279,600
2070018.6432557,1664.8347028255,600
2070018.6598092,1696.8616287231,600
2070018.6762343,1728.8885546207,600
2070018.692947,1760.9154805183,600
2070018.7095666,1792.9424064159,600
2070018.7262853,1824.9693323135,600
2070018.743023,1856.9962582111,600
2070018.7596795,1889.0231841087,600
2070018.7764255,1921.0501100063,600
