131,0.63,180,-10,180,1,58,0.98305
132,0.33,0,10,0,1,71,1.2034
133,0.33,0,10,0,1,59,1
134,0.63,0,10,0,1,44,0.74576
135,0.03,180,10,0,0,40,0.67797
136,0.03,180,10,0,0,69,1.1695
137,0.03,0,10,0,1,58,0.98305
138,0.93,0,10,0,1,50,0.84746
139,0.33,180,10,0,0,50,0.84746
140,0.33,0,10,0,1,55,0.9322
141,0.03,180,10,0,0,54,0.91525
142,0.93,180,-10,180,1,45,0.76271
143,0.03,0,10,0,1,62,1.0508
144,0.63,180,-10,180,1,57,0.9661
145,0.63,0,10,0,1,50,0.84746
146,0.03,180,-10,180,1,60,1.0169
147,0.63,180,10,0,0,55,0.9322
148,0.33,0,10,0,1,52,0.88136
149,0.63,180,-10,180,1,51,0.86441
150,0.33,0,-10,180,0,56,0.94915
151,0.93,0,-10,180,0,42,0.71186
152,0.63,0,10,0,1,47,0.79661
153,0.93,0,-10,180,0,42,0.71186
154,0.03,0,-10,180,0,61,1.0339
155,0.63,0,10,0,1,43,0.72881
156,0.93,0,-10,180,0,34,0.57627
157,0.33,180,10,0,0,58,0.98305
158,0.03,0,10,0,1,57,0.9661
159,0.33,0,-10,180,0,59,1
160,0.33,0,-10,180,0,74,1.2542
161,0.33,180,10,0,0,53,0.89831
162,0.33,180,-10,180,1,58,0.98305
163,0.93,0,10,0,1,41,0.69492
164,0.93,180,10,0,0,45,0.76271
165,0.63,180,10,0,0,55,0.9322
166,0.63,0,-10,0,1,70,1.1864
167,0.63,0,-10,0,1,80,1.3559
168,0.63,0,10,0,1,59,1
169,0.03,0,10,0,1,80,1.3559
170,0.03,0,10,0,1,64,1.0847
171,0.63,0,-10,0,1,71,1.2034
172,0.63,0,10,0,1,50,0.84746
173,0.33,0,-10,180,0,73,1.2373
174,0.03,180,10,180,1,67,1.1356
175,0.93,180,-10,180,1,45,0.76271
176,0.93,180,10,0,0,60,1.0169
177,0.63,0,-10,180,0,66,1.1186
178,0.93,180,10,0,0,61,1.0339
179,0.03,0,10,0,1,57,0.9661
180,0.03,0,10,0,1,53,0.89831
181,0.33,180,10,0,0,50,0.84746
182,0.33,0,-10,0,1,57,0.9661
183,0.63,180,-10,180,1,65,1.1017
184,0.33,0,10,0,1,54,0.91525
185,0.63,180,-10,180,1,64,1.0847
186,0.33,0,-10,180,0,81,1.3729
187,0.63,0,-10,180,0,70,1.1864
188,0.33,180,-10,180,1,68,1.1525
189,0.63,0,-10,180,0,83,1.4068
190,0.03,0,10,0,1,54,0.91525
191,0.63,180,10,0,0,52,0.88136
192,0.03,0,-10,0,1,60,1.0169
193,0.03,180,10,0,0,75,1.2712
194,0.03,0,-10,0,1,47,0.79661
195,0.33,0,10,0,1,60,1.0169
196,0.93,180,-10,180,1,61,1.0339
197,0.03,0,10,180,0,68,1.1525
198,0.63,180,10,0,0,89,1.5085
199,0.03,180,10,180,1,68,1.1525
200,0.93,180,10,0,0,55,0.9322
201,0.93,180,10,0,0,43,0.72881
202,0.63,180,-10,180,1,59,1
203,0.93,0,-10,180,0,74,1.2542
204,0.33,180,-10,180,1,56,0.94915
205,0.03,180,10,0,0,85,1.4407
206,0.03,180,-10,180,1,63,1.0678
207,0.63,180,10,0,0,49,0.83051
208,0.03,180,-10,180,1,56,0.94915
209,0.93,180,-10,180,1,51,0.86441
210,0.03,180,-10,180,1,65,1.1017
211,0.03,180,-10,180,1,54,0.91525
212,0.93,180,10,0,0,65,1.1017
213,0.33,180,10,0,0,63,1.0678
214,0.33,180,10,0,0,73,1.2373
215,0.33,180,-10,180,1,59,1
216,0.33,180,10,0,0,68,1.1525
217,0.93,0,10,0,1,58,0.98305
218,0.33,0,-10,180,0,62,1.0508
219,0.33,0,10,0,1,57,0.9661
220,0.03,0,-10,180,0,72,1.2203
221,0.63,0,-10,180,0,77,1.3051
222,0.63,180,-10,180,1,56,0.94915
223,0.93,180,-10,180,1,47,0.79661
224,0.33,180,-10,180,1,48,0.81356
225,0.63,180,10,0,0,67,1.1356
226,0.93,180,10,0,0,70,1.1864
227,0.33,0,-10,180,0,56,0.94915
228,0.03,0,10,0,1,48,0.81356
229,0.33,180,-10,180,1,55,0.9322
230,0.33,180,-10,180,1,56,0.94915
231,0.03,180,-10,180,1,64,1.0847
232,0.33,180,-10,180,1,62,1.0508
233,0.63,180,10,0,0,70,1.1864
234,0.63,0,10,0,1,48,0.81356
235,0.33,180,-10,180,1,50,0.84746
236,0.93,0,10,0,1,53,0.89831
237,0.03,180,10,0,0,55,0.9322
238,0.63,180,-10,180,1,55,0.9322
239,0.93,0,-10,180,0,33,0.55932
240,0.33,180,10,0,0,79,1.339
241,0.03,180,-10,180,1,62,1.0508
242,0.63,180,-10,180,1,46,0.77966
243,0.33,180,10,0,0,76,1.2881
244,0.63,0,10,0,1,47,0.79661
245,0.33,0,10,0,1,43,0.72881
246,0.93,180,-10,180,1,53,0.89831
247,0.93,0,10,0,1,45,0.76271
248,0.33,0,-10,180,0,67,1.1356
249,0.93,180,-10,180,1,45,0.76271
250,0.93,0,-10,180,0,33,0.55932
251,0.93,180,-10,180,1,34,0.57627
252,0.93,180,10,0,0,36,0.61017
253,0.03,180,10,0,0,55,0.9322
254,0.03,180,-10,180,1,64,1.0847
255,0.03,180,-10,180,1,56,0.94915
256,0.93,180,10,0,0,38,0.64407
257,0.03,180,-10,180,1,55,0.9322
258,0.63,180,-10,180,1,52,0.88136
259,0.63,180,10,0,0,55,0.9322
260,0.93,0,10,0,1,43,0.72881
261,0.03,0,-10,180,0,58,0.98305
262,0.93,0,10,0,1,55,0.9322
263,0.93,0,-10,180,0,62,1.0508
264,0.03,0,-10,180,0,78,1.322
265,0.33,180,10,180,1,71,1.2034
266,0.33,0,10,0,1,62,1.0508
267,0.33,0,-10,180,0,59,1
268,0.93,180,-10,180,1,54,0.91525
269,0.93,0,10,0,1,50,0.84746
270,0.03,180,10,0,0,66,1.1186
271,0.63,180,-10,180,1,60,1.0169
272,0.63,0,10,180,0,59,1
273,0.03,180,10,180,1,55,0.9322
274,0.03,180,-10,180,1,58,0.98305
275,0.63,0,-10,180,0,63,1.0678
276,0.63,0,-10,180,0,50,0.84746
277,0.63,0,10,0,1,54,0.91525
278,0.63,0,-10,180,0,76,1.2881
279,0.03,180,10,0,0,60,1.0169
280,0.93,0,-10,180,0,45,0.76271
281,0.93,0,-10,180,0,37,0.62712
282,0.93,180,-10,180,1,48,0.81356
283,0.03,0,-10,180,0,62,1.0508
284,0.33,180,10,0,0,59,1
285,0.03,180,-10,180,1,62,1.0508
286,0.93,0,-10,180,0,55,0.9322
287,0.63,180,-10,180,1,43,0.72881
288,0.93,0,-10,180,0,48,0.81356
289,0.93,0,10,0,1,47,0.79661
290,0.93,0,10,0,1,65,1.1017
291,0.03,0,10,180,0,79,1.339
292,0.33,0,-10,180,0,87,1.4746
293,0.63,180,10,0,0,64,1.0847
294,0.63,180,10,0,0,56,0.94915
295,0.93,180,10,0,0,56,0.94915
296,0.63,180,10,0,0,40,0.67797
297,0.03,180,10,0,0,67,1.1356
298,0.93,180,-10,180,1,62,1.0508
299,0.33,180,-10,180,1,63,1.0678
300,0.03,180,10,0,0,83,1.4068
301,0.93,0,-10,180,0,49,0.83051
302,0.03,0,10,0,1,59,1
303,0.03,180,-10,180,1,56,0.94915
304,0.33,180,-10,180,1,44,0.74576
305,0.33,180,10,0,0,67,1.1356
306,0.33,180,-10,180,1,56,0.94915
307,0.93,0,10,0,1,48,0.81356
308,0.03,0,-10,180,0,76,1.2881
309,0.93,180,10,0,0,41,0.69492
310,0.33,0,10,0,1,47,0.79661
311,0.93,0,-10,180,0,57,0.9661
312,0.93,0,-10,180,0,38,0.64407
313,0.33,0,10,0,1,67,1.1356
314,0.93,180,10,0,0,94,1.5932
315,0.03,180,10,0,0,75,1.2712
316,0.03,0,10,0,1,56,0.94915
317,0.63,180,10,180,1,98,1.661
318,0.33,180,-10,180,1,85,1.4407
319,0.93,180,-10,180,1,79,1.339
320,0.03,0,-10,180,0,72,1.2203
321,0.33,0,-10,180,0,65,1.1017
322,0.03,0,-10,180,0,50,0.84746
323,0.03,0,-10,180,0,49,0.83051
324,0.33,180,10,180,1,81,1.3729
325,0.93,0,-10,0,1,108,1.8305
326,0.63,180,-10,180,1,70,1.1864
327,0.03,0,10,180,0,100,1.6949
328,0.33,180,10,180,1,67,1.1356
329,0.63,180,10,180,1,65,1.1017
330,0.93,0,10,0,1,65,1.1017
331,0.33,0,10,0,1,69,1.1695
332,0.93,180,10,180,1,102,1.7288
333,0.63,180,-10,180,1,76,1.2881
334,0.03,0,10,0,1,93,1.5763
335,0.63,0,10,0,1,69,1.1695
336,0.03,0,-10,180,0,82,1.3898
337,0.33,0,-10,180,0,55,0.9322
338,0.03,0,10,0,1,86,1.4576
339,0.93,180,10,0,0,98,1.661
340,0.33,180,-10,180,1,73,1.2373
341,0.93,0,10,0,1,38,0.64407
342,0.93,180,10,0,0,97,1.6441
343,0.33,180,-10,180,1,62,1.0508
344,0.93,180,10,180,1,80,1.3559
345,0.63,0,-10,180,0,94,1.5932
346,0.33,180,-10,180,1,58,0.98305
347,0.93,0,10,0,1,55,0.9322
348,0.63,180,-10,180,1,57,0.9661
349,0.63,180,10,0,0,79,1.339
350,0.03,180,-10,180,1,76,1.2881
351,0.03,180,10,180,1,73,1.2373
352,0.63,0,-10,180,0,67,1.1356
353,0.93,0,-10,180,0,56,0.94915
354,0.33,0,-10,180,0,63,1.0678
355,0.93,0,10,0,1,59,1
356,0.33,180,10,0,0,76,1.2881
357,0.63,0,-10,180,0,69,1.1695
358,0.93,180,-10,180,1,61,1.0339
359,0.63,0,-10,180,0,72,1.2203
360,0.33,180,10,0,0,75,1.2712
361,0.93,180,10,180,1,112,1.8983
362,0.33,180,10,180,1,101,1.7119
363,0.33,0,10,0,1,71,1.2034
364,0.63,180,10,0,0,83,1.4068
365,0.63,180,10,0,0,93,1.5763
366,0.03,180,10,0,0,58,0.98305
367,0.03,180,-10,180,1,57,0.9661
368,0.33,180,10,180,1,81,1.3729
369,0.63,180,-10,180,1,63,1.0678
370,0.03,180,-10,180,1,62,1.0508
371,0.93,0,10,0,1,55,0.9322
372,0.03,180,10,0,0,88,1.4915
373,0.93,180,10,0,0,79,1.339
374,0.63,180,10,0,0,93,1.5763
375,0.63,0,-10,180,0,71,1.2034
376,0.33,180,-10,180,1,61,1.0339
377,0.63,0,10,0,1,57,0.9661
378,0.03,0,-10,0,1,66,1.1186
379,0.63,180,-10,180,1,59,1
380,0.63,180,-10,180,1,57,0.9661
381,0.03,180,-10,180,1,63,1.0678
382,0.03,0,10,0,1,71,1.2034
383,0.03,0,10,180,0,94,1.5932
384,0.93,0,10,0,1,54,0.91525
385,0.03,180,-10,180,1,80,1.3559
386,0.63,0,10,0,1,54,0.91525
387,0.63,180,10,0,0,95,1.6102
388,0.33,0,10,0,1,61,1.0339
389,0.93,0,10,0,1,51,0.86441
390,0.33,0,10,0,1,63,1.0678
391,0.33,0,-10,180,0,81,1.3729
392,0.63,180,-10,180,1,60,1.0169
393,0.03,0,10,0,1,80,1.3559
394,0.63,0,-10,180,0,76,1.2881
395,0.03,0,-10,180,0,65,1.1017
396,0.63,0,-10,180,0,72,1.2203
397,0.63,0,10,0,1,58,0.98305
398,0.63,180,10,0,0,87,1.4746
399,0.63,0,10,0,1,59,1
400,0.93,0,10,0,1,59,1
