1,0.93,0,0,0,1,38,0.64407
2,0.33,180,0,180,1,50,0.84746
3,0.03,0,0,0,1,61,1.0339
4,0.03,0,0,0,1,53,0.89831
5,0.03,0,0,0,1,52,0.88136
6,0.33,180,0,0,0,49,0.83051
7,0.33,0,0,0,1,59,1
8,0.93,0,0,0,1,37,0.62712
9,0.63,0,0,0,1,37,0.62712
10,0.63,0,0,0,1,35,0.59322
11,0.63,180,0,180,1,40,0.67797
12,0.63,180,0,180,1,45,0.76271
13,0.03,180,0,0,0,76,1.2881
14,0.93,180,0,180,1,34,0.57627
15,0.63,180,0,180,1,43,0.72881
16,0.03,180,0,180,1,83,1.4068
17,0.93,0,0,0,1,31,0.52542
18,0.63,180,0,180,1,33,0.55932
19,0.63,0,0,0,1,35,0.59322
20,0.33,0,0,0,1,57,0.9661
21,0.03,0,0,0,1,66,1.1186
22,0.03,0,0,0,1,66,1.1186
23,0.33,0,0,0,1,47,0.79661
24,0.93,0,0,0,1,32,0.54237
25,0.33,0,0,0,1,45,0.76271
26,0.33,180,0,180,1,40,0.67797
27,0.03,180,0,0,0,61,1.0339
28,0.93,0,0,0,1,28,0.47458
29,0.03,180,0,0,0,52,0.88136
30,0.33,0,0,0,1,44,0.74576
31,0.63,0,0,0,1,31,0.52542
32,0.93,0,0,0,1,28,0.47458
33,0.03,0,0,0,1,52,0.88136
34,0.33,0,0,0,1,42,0.71186
35,0.33,0,0,0,1,39,0.66102
36,0.63,0,0,0,1,39,0.66102
37,0.93,0,0,0,1,36,0.61017
38,0.93,180,0,180,1,32,0.54237
39,0.33,0,0,0,1,40,0.67797
40,0.63,180,0,180,1,38,0.64407
41,0.03,0,0,0,1,60,1.0169
42,0.03,0,0,0,1,52,0.88136
43,0.63,180,0,180,1,34,0.57627
44,0.63,180,0,180,1,38,0.64407
45,0.93,0,0,0,1,31,0.52542
46,0.93,180,0,180,1,26,0.44068
47,0.63,180,0,180,1,35,0.59322
48,0.03,0,0,0,1,43,0.72881
49,0.33,0,0,0,1,35,0.59322
50,0.33,180,0,180,1,36,0.61017
51,0.93,0,0,0,1,31,0.52542
52,0.63,0,0,0,1,32,0.54237
53,0.33,180,0,180,1,40,0.67797
54,0.63,0,0,0,1,29,0.49153
55,0.03,0,0,180,0,55,0.9322
56,0.03,180,0,180,1,39,0.66102
57,0.93,0,0,0,1,33,0.55932
58,0.93,0,0,0,1,28,0.47458
59,0.03,0,0,0,1,42,0.71186
60,0.63,0,0,0,1,28,0.47458
61,0.33,180,0,180,1,32,0.54237
62,0.63,180,0,180,1,30,0.50847
63,0.33,180,0,180,1,31,0.52542
64,0.33,0,0,0,1,35,0.59322
65,0.03,180,0,180,1,51,0.86441
66,0.93,0,0,0,1,29,0.49153
67,0.63,0,0,0,1,29,0.49153
68,0.03,180,0,0,0,42,0.71186
69,0.63,0,0,0,1,28,0.47458
70,0.03,180,0,0,0,51,0.86441
71,0.93,180,0,180,1,29,0.49153
72,0.93,0,0,0,1,27,0.45763
73,0.03,180,0,180,1,50,0.84746
74,0.93,180,0,180,1,33,0.55932
75,0.93,180,0,180,1,34,0.57627
76,0.93,180,0,180,1,37,0.62712
77,0.03,180,0,0,0,62,1.0508
78,0.33,180,0,180,1,52,0.88136
79,0.63,180,0,180,1,49,0.83051
80,0.33,180,0,180,1,46,0.77966
81,0.63,0,0,0,1,48,0.81356
82,0.33,180,0,180,1,42,0.71186
83,0.03,180,0,0,0,48,0.81356
84,0.33,0,0,0,1,41,0.69492
85,0.03,180,0,0,0,53,0.89831
86,0.93,180,0,180,1,35,0.59322
87,0.93,0,0,0,1,36,0.61017
88,0.93,0,0,0,1,37,0.62712
89,0.63,0,0,0,1,39,0.66102
90,0.63,180,0,180,1,41,0.69492
91,0.63,0,0,0,1,31,0.52542
92,0.03,180,0,180,1,46,0.77966
93,0.33,180,0,180,1,44,0.74576
94,0.03,0,0,180,0,59,1
95,0.93,180,0,180,1,32,0.54237
96,0.63,180,0,180,1,31,0.52542
97,0.33,180,0,180,1,51,0.86441
98,0.93,180,0,180,1,37,0.62712
99,0.93,0,0,0,1,38,0.64407
100,0.63,180,0,180,1,37,0.62712
101,0.63,0,0,0,1,31,0.52542
102,0.63,0,0,0,1,39,0.66102
103,0.93,180,0,180,1,38,0.64407
104,0.03,180,0,180,1,54,0.91525
105,0.63,0,0,0,1,38,0.64407
106,0.03,0,0,180,0,54,0.91525
107,0.93,180,0,180,1,41,0.69492
108,0.93,180,0,180,1,29,0.49153
109,0.03,180,0,180,1,38,0.64407
110,0.63,180,0,180,1,30,0.50847
111,0.33,180,0,180,1,35,0.59322
112,0.03,0,0,180,0,59,1
113,0.93,0,0,0,1,31,0.52542
114,0.93,180,0,180,1,28,0.47458
115,0.03,180,0,180,1,44,0.74576
116,0.03,0,0,180,0,44,0.74576
117,0.63,180,0,180,1,32,0.54237
118,0.03,0,0,180,0,41,0.69492
119,0.03,180,0,180,1,41,0.69492
120,0.33,0,0,0,1,33,0.55932
121,0.63,0,0,0,1,37,0.62712
122,0.93,180,0,180,1,31,0.52542
123,0.63,180,0,180,1,32,0.54237
124,0.33,0,0,0,1,33,0.55932
125,0.33,180,0,180,1,36,0.61017
126,0.93,180,0,180,1,36,0.61017
127,0.33,180,0,180,1,39,0.66102
128,0.93,180,0,180,1,36,0.61017
129,0.03,0,0,0,1,48,0.81356
130,0.33,0,0,0,1,40,0.67797
131,0.63,180,0,180,1,32,0.54237
132,0.33,180,0,180,1,42,0.71186
133,0.93,0,0,0,1,31,0.52542
134,0.33,0,0,0,1,41,0.69492
135,0.63,0,0,0,1,35,0.59322
136,0.63,0,0,0,1,36,0.61017
137,0.33,0,0,0,1,45,0.76271
138,0.93,180,0,180,1,30,0.50847
139,0.03,0,0,180,0,53,0.89831
140,0.33,180,0,180,1,44,0.74576
141,0.33,0,0,0,1,39,0.66102
142,0.33,0,0,0,1,38,0.64407
143,0.33,180,0,180,1,29,0.49153
144,0.33,180,0,180,1,42,0.71186
145,0.03,0,0,0,1,81,1.3729
146,0.93,180,0,180,1,33,0.55932
147,0.93,0,0,0,1,30,0.50847
148,0.63,0,0,0,1,29,0.49153
149,0.33,0,0,0,1,51,0.86441
150,0.63,0,0,0,1,28,0.47458
151,0.93,0,0,0,1,29,0.49153
152,0.33,0,0,0,1,28,0.47458
153,0.03,0,0,0,1,57,0.9661
154,0.63,180,0,180,1,38,0.64407
155,0.63,0,0,0,1,29,0.49153
156,0.03,0,0,0,1,48,0.81356
157,0.33,180,0,180,1,41,0.69492
158,0.03,180,0,0,0,52,0.88136
159,0.93,0,0,0,1,32,0.54237
160,0.03,0,0,0,1,51,0.86441
161,0.33,180,0,180,1,38,0.64407
162,0.63,0,0,0,1,40,0.67797
163,0.63,180,0,180,1,32,0.54237
164,0.63,180,0,180,1,32,0.54237
165,0.33,180,0,180,1,34,0.57627
166,0.03,180,0,0,0,51,0.86441
167,0.63,180,0,180,1,38,0.64407
168,0.63,180,0,180,1,48,0.81356
169,0.03,180,0,180,1,75,1.2712
170,0.63,180,0,180,1,35,0.59322
171,0.63,0,0,0,1,34,0.57627
172,0.33,180,0,180,1,47,0.79661
173,0.33,180,0,180,1,40,0.67797
174,0.03,180,0,0,0,59,1
175,0.33,0,0,0,1,37,0.62712
176,0.93,0,0,0,1,32,0.54237
177,0.03,0,0,0,1,51,0.86441
178,0.93,180,0,180,1,30,0.50847
179,0.63,180,0,180,1,32,0.54237
180,0.93,180,0,180,1,29,0.49153
181,0.03,0,0,0,1,47,0.79661
182,0.93,180,0,180,1,28,0.47458
183,0.93,180,0,180,1,30,0.50847
184,0.03,0,0,180,0,56,0.94915
185,0.63,180,0,180,1,46,0.77966
186,0.33,0,0,0,1,50,0.84746
187,0.33,0,0,0,1,46,0.77966
188,0.63,0,0,0,1,28,0.47458
189,0.33,0,0,0,1,27,0.45763
190,0.93,0,0,0,1,49,0.83051
191,0.93,0,0,0,1,30,0.50847
192,0.33,180,0,180,1,44,0.74576
193,0.03,180,0,180,1,56,0.94915
194,0.93,0,0,0,1,28,0.47458
195,0.03,180,0,180,1,44,0.74576
196,0.03,180,0,180,1,45,0.76271
197,0.33,0,0,180,0,30,0.50847
198,0.03,180,0,180,1,52,0.88136
199,0.93,180,0,180,1,38,0.64407
200,0.93,180,0,180,1,34,0.57627
