1,0.03,0,0,0,1,45,0.76271
2,0.03,0,0,0,1,57,0.9661
3,0.03,0,0,0,1,123,2.0847
4,0.03,0,0,180,0,55,0.9322
5,0.03,0,0,180,0,63,1.0678
6,0.03,0,0,0,1,48,0.81356
7,0.03,0,0,0,1,62,1.0508
8,0.03,0,0,180,0,38,0.64407
9,0.03,180,0,0,0,56,0.94915
10,0.03,0,0,0,1,49,0.83051
