2091356.4831079,1215.9702011347,600
2091356.4998543,1183.9404022694,600
2091356.5167608,1151.910603404,600
2091356.5332274,1119.8808045387,600
2091356.5500681,1087.8510056734,600
2091356.5669755,1055.8212068081,600
2091356.5833232,1023.7914079428,600
2091356.6001768,991.76160907745,600
2091356.6167378,959.73181021214,600
2091356.6331873,927.70201134682,600
2091356.6498609,895.6722124815,600
2091356.6665998,863.64241361618,600
2091356.6834777,831.61261475086,600
2091356.7001973,799.58281588554,600
2091356.7166324,767.55301702023,600
2091356.733447,735.52321815491,600
2091356.7500921,703.49341928959,600
2091356.7668273,671.46362042427,600
2091356.783787,639.43382155895,600
2091356.8003955,607.40402269363,600
2091356.8167113,575.37422382832,600
2091356.8333891,543.344424963,600
2091356.8500369,511.31462609768,600
2091356.8668127,479.28482723236,600
2091356.8838271,447.25502836704,600
2091356.9004824,415.22522950172,600
2091356.9167901,383.19543063641,600
2091356.9335094,351.16563177109,600
2091356.9501666,319.13583290577,600
2091356.9669261,287.10603404045,600
2091356.9836319,255.07623517513,600
2091357.0005396,223.04643630981,600
2091357.0170249,191.0166374445,600
2091357.0335261,158.98683857918,600
2091357.0503397,126.95703971386,600
2091357.0669884,94.927240848541,600
2091357.0840608,62.897441983223,600
2091357.1005644,30.867643117905,600
2091357.1169658,-1.1621557474136,600
