861.39623217503,1215.9768797284,600
861.4131612165,1183.9537594569,600
861.42951636161,1151.9306391853,600
861.44632040785,1119.9075189138,600
861.46286484861,1087.8843986422,600
861.4795568198,1055.8612783707,600
861.49624398348,1023.8381580991,600
861.512913119,991.81503782758,600
861.52963032961,959.79191755603,600
861.54644399087,927.76879728447,600
861.56291361477,895.74567701292,600
861.57984025249,863.72255674137,600
861.59645590448,831.69943646981,600
861.61329149999,799.67631619826,600
861.62967518968,767.65319592671,600
861.64637347072,735.63007565516,600
861.66308767664,703.6069553836,600
861.67981510321,671.58383511205,600
861.69634962848,639.5607148405,600
861.71322939299,607.53759456895,600
861.72980748631,575.51447429739,600
861.74645859368,543.49135402584,600
861.76370102463,511.46823375429,600
861.77989962522,479.44511348273,600
861.79652369035,447.42199321118,600
861.81362219651,415.39887293963,600
861.82981508819,383.37575266808,600
861.84682255214,351.35263239652,600
861.86350220409,319.32951212497,600
861.87978042905,287.30639185342,600
861.8967948038,255.28327158186,600
861.91318089724,223.26015131031,600
861.92989991067,191.23703103876,600
861.94668713063,159.21391076721,600
861.96366424719,127.19079049565,600
861.98035261275,95.167670224101,600
861.99668582359,63.144549952548,600
862.01333693095,31.121429680995,600
862.03002860167,-0.90169059055767,600
